y1,y2,theta,phi
4.006640613079071045e-02,9.207265853881835938e+00,9.311925801443895478e-01,1.652466492683413168e+00
1.223446273803710938e+01,1.527171039581298828e+01,2.085951986838933347e+00,6.099039974104923267e+00
1.101853132247924805e+00,-1.327069997787475586e+00,3.158266869990192571e+00,4.731075407404299327e+00
-3.303066968917846680e+00,1.390492820739746094e+01,2.057552938785677910e+00,1.381861996649015323e+00
1.259241676330566406e+01,-8.358574867248535156e+00,1.060123681324946832e+00,3.164140768382634139e+00
-1.735001182556152344e+01,-1.479549217224121094e+01,4.186003101164114781e+00,2.424558224244254490e+00
8.156887441873550415e-02,1.114982509613037109e+01,1.065379070866575351e+00,1.248724446624367657e+00
1.219727611541748047e+01,9.852046012878417969e+00,3.051610076251261017e+00,5.350449174724511536e+00
2.802843749523162842e-01,-1.762568354606628418e+00,3.258850951576415245e+00,4.871707508841081946e+00
-2.233528852462768555e+00,-5.066631317138671875e+00,4.296330413449937602e+00,5.369431639002390177e+00
1.335670089721679688e+01,-8.198579788208007812e+00,1.147675693736740721e+00,3.376960942078887307e+00
4.651170253753662109e+00,2.991629242897033691e-01,3.706831346702784025e+00,2.315815449416723126e+00
-5.334012985229492188e+00,-4.674822807312011719e+00,5.797945001963035416e+00,5.007148913965945525e+00
-1.837249374389648438e+01,-1.309931182861328125e+01,4.110404581097514942e+00,1.810032565793384229e+00
1.106580495834350586e+00,1.552275562286376953e+01,1.401236957959854479e+00,6.029095184188155709e-01
-7.550508975982666016e+00,1.040553665161132812e+01,3.404893283858157371e+00,1.722963698327843352e+00
3.740163326263427734e+00,1.686294746398925781e+01,1.410709531738642886e+00,1.621696334902198444e-01
-1.933877915143966675e-01,-5.200059890747070312e+00,4.131824371366533910e+00,4.738305195880288423e+00
-1.710242652893066406e+01,-1.328942966461181641e+01,4.416674104832837955e+00,1.978302902580934441e+00
1.231168937683105469e+01,-7.979876518249511719e+00,1.068721517521439068e+00,3.091574804958944878e+00
-1.487856292724609375e+01,2.779366970062255859e+00,4.316424983941156590e+00,2.386552968974632871e-01
-8.782338142395019531e+00,1.486512660980224609e+01,2.897087575937414616e+00,6.991834286647661267e-01
9.089281082153320312e+00,1.385959720611572266e+01,1.240881732454452768e+00,5.316468569893499030e+00
1.151160526275634766e+01,-1.456054973602294922e+01,3.393364761198545687e-01,4.388198104827169210e+00
-1.664161300659179688e+01,1.443538069725036621e+00,4.571561576447030539e+00,6.680970163639035064e-01
1.317477893829345703e+01,-1.239455795288085938e+01,8.175700941839194602e-01,4.043200977730628587e+00
7.015485763549804688e+00,-1.537273645401000977e+00,3.504889830957936159e+00,3.076805510409992284e+00
-7.776807785034179688e+00,-1.251507663726806641e+01,6.147516213569956811e+00,2.356143027262577405e+00
-1.916048049926757812e+00,1.764173316955566406e+01,2.083966755686661010e+00,3.141734339903932138e-01
