y1,y2,theta,phi
6.556434631347656250e+00,6.172715187072753906e+00,9.311925801443895478e-01,1.652466492683413168e+00
1.852010154724121094e+01,-1.620404243469238281e+00,2.085951986838933347e+00,6.099039974104923267e+00
1.115916156768798828e+01,-6.223368167877197266e+00,3.158266869990192571e+00,4.731075407404299327e+00
8.362709999084472656e+00,1.157223320007324219e+01,2.057552938785677910e+00,1.381861996649015323e+00
2.101889848709106445e+00,-1.456108760833740234e+01,1.060123681324946832e+00,3.164140768382634139e+00
-2.235481834411621094e+01,9.577097296714782715e-01,4.186003101164114781e+00,2.424558224244254490e+00
8.224278450012207031e+00,7.291613578796386719e+00,1.065379070866575351e+00,1.248724446624367657e+00
1.367770862579345703e+01,-5.138566493988037109e+00,3.051610076251261017e+00,5.350449174724511536e+00
1.123887443542480469e+01,-5.310959815979003906e+00,3.258850951576415245e+00,4.871707508841081946e+00
-5.165686130523681641e+00,-1.385928273200988770e+00,4.296330413449937602e+00,5.369431639002390177e+00
2.809161901473999023e+00,-1.496616840362548828e+01,1.147675693736740721e+00,3.376960942078887307e+00
2.013688325881958008e+00,-2.843640089035034180e+00,3.706831346702784025e+00,2.315815449416723126e+00
-6.872128009796142578e+00,1.237540364265441895e+00,5.797945001963035416e+00,5.007148913965945525e+00
-2.236013221740722656e+01,2.978280544281005859e+00,4.110404581097514942e+00,1.810032565793384229e+00
1.233319759368896484e+01,8.867904663085937500e+00,1.401236957959854479e+00,6.029095184188155709e-01
2.913604021072387695e+00,1.265458488464355469e+01,3.404893283858157371e+00,1.722963698327843352e+00
1.507160949707031250e+01,7.146584033966064453e+00,1.410709531738642886e+00,1.621696334902198444e-01
-4.152093887329101562e+00,-3.167248249053955078e+00,4.131824371366533910e+00,4.738305195880288423e+00
-2.137267303466796875e+01,2.207457780838012695e+00,4.416674104832837955e+00,1.978302902580934441e+00
2.131236076354980469e+00,-1.409642505645751953e+01,1.068721517521439068e+00,3.091574804958944878e+00
-7.461350917816162109e+00,1.324146747589111328e+01,4.316424983941156590e+00,2.386552968974632871e-01
5.635847568511962891e+00,1.643081283569335938e+01,2.897087575937414616e+00,6.991834286647661267e-01
1.591583919525146484e+01,7.779816389083862305e-01,1.240881732454452768e+00,5.316468569893499030e+00
-2.447109460830688477e+00,-1.840570068359375000e+01,3.393364761198545687e-01,4.388198104827169210e+00
-9.538654327392578125e+00,1.387045097351074219e+01,4.571561576447030539e+00,6.680970163639035064e-01
2.510836124420166016e-01,-1.790613174438476562e+01,8.175700941839194602e-01,4.043200977730628587e+00
2.800877094268798828e+00,-5.878669738769531250e+00,3.504889830957936159e+00,3.076805510409992284e+00
-1.415753841400146484e+01,-2.651432752609252930e+00,6.147516213569956811e+00,2.356143027262577405e+00
1.199771213531494141e+01,1.286727142333984375e+01,2.083966755686661010e+00,3.141734339903932138e-01
-2.596775293350219727e+00,-7.350434303283691406e+00,4.368999661959502845e+00,3.621643893188043251e+00
1.181747913360595703e+01,-1.140160751342773438e+01,2.055522473554129537e+00,4.402132790264392526e+00
-1.358401012420654297e+01,-4.018321931362152100e-01,1.521727983215173663e-01,1.886303886104414795e+00
7.728042125701904297e+00,5.471827983856201172e+00,1.337853446901329457e+00,1.634510959912722106e+00
1.175020408630371094e+01,1.127010059356689453e+01,1.890336237652279205e+00,6.068733296773504149e-01
-7.944878578186035156e+00,7.084396362304687500e+00,5.129337052482124015e+00,5.807098735440949788e+00
