y1,y2
2.176362991333007812e+00,-1.777469062805175781e+01
-4.138806343078613281e+00,3.915314376354217529e-01
-2.234222030639648438e+01,-7.332486510276794434e-01
1.866704940795898438e+01,1.151435470581054688e+01
-2.946092128753662109e+00,-1.805447959899902344e+01
1.694321632385253906e+01,3.611222505569458008e-01
-1.955515384674072266e+00,1.049548530578613281e+01
1.412594509124755859e+01,9.418701171875000000e+00
6.027330875396728516e+00,2.652890205383300781e+00
1.465442276000976562e+01,1.568025302886962891e+01
-7.023536205291748047e+00,-7.240889549255371094e+00
-4.488673686981201172e+00,-3.777681291103363037e-01
-2.257390975952148438e+01,-4.470865249633789062e+00
-5.659955024719238281e+00,-1.383749246597290039e+00
9.312705993652343750e+00,1.289244461059570312e+01
-1.393972206115722656e+01,-5.977108001708984375e+00
-1.594674205780029297e+01,4.486659526824951172e+00
-9.070854187011718750e+00,-6.076745033264160156e+00
3.997875452041625977e+00,-1.207579135894775391e+01
-2.184062385559082031e+01,-1.910190582275390625e-01
1.103047084808349609e+01,1.489911937713623047e+01
1.280068588256835938e+01,-7.268442630767822266e+00
-2.176738548278808594e+01,-3.109158992767333984e+00
1.330425357818603516e+01,-3.380282878875732422e+00
1.553668594360351562e+01,-3.736986398696899414e+00
3.326870441436767578e+00,-8.481145858764648438e+00
1.770919919013977051e+00,1.123035621643066406e+01
1.694778251647949219e+01,6.426848411560058594e+00
-1.068271040916442871e+00,4.531193256378173828e+00
-1.983051109313964844e+01,2.510844171047210693e-01
-1.790375113487243652e+00,3.741858482360839844e+00
-6.945126533508300781e+00,-2.764374494552612305e+00
-6.910483360290527344e+00,-5.888978004455566406e+00
9.453938484191894531e+00,-1.291910552978515625e+01
-8.447168350219726562e+00,-1.019302082061767578e+01
1.056859970092773438e+00,-1.913119316101074219e+01
-3.002623796463012695e+00,6.356689453125000000e+00
1.819575309753417969e+01,6.228078603744506836e-01
-1.733932113647460938e+01,9.158571362495422363e-01
1.631779098510742188e+01,1.454889392852783203e+01
-2.484011411666870117e+00,-2.810568809509277344e+00
3.365052223205566406e+00,1.882863283157348633e+00
-1.541934490203857422e+01,4.026791095733642578e+00
7.115948200225830078e+00,7.405517250299453735e-02
2.139634370803833008e+00,1.030989742279052734e+01
-5.862904071807861328e+00,6.128607273101806641e+00
-1.987992286682128906e+01,-3.312139272689819336e+00
1.081682109832763672e+01,-1.377870655059814453e+01
-1.687151908874511719e+01,-6.641461372375488281e+00
1.791074943542480469e+01,1.067196846008300781e+01
-1.036376094818115234e+01,-7.919198513031005859e+00
-1.595291328430175781e+01,2.298006296157836914e+00
1.923734474182128906e+01,2.203170299530029297e+00
1.387938976287841797e+01,1.634281158447265625e+01
1.597960233688354492e+00,9.299015045166015625e+00
-4.969225883483886719e+00,1.299768829345703125e+01
1.610216712951660156e+01,2.757795810699462891e+00
-1.243258190155029297e+01,-5.016794204711914062e+00
6.713176727294921875e+00,-1.700538825988769531e+01
-2.083538436889648438e+01,-2.626819908618927002e-01
-4.666896343231201172e+00,1.616309285163879395e+00
7.126484870910644531e+00,-1.475075125694274902e+00
-1.116198003292083740e-01,-1.183814525604248047e+01
-1.492554306983947754e+00,-1.909063720703125000e+01
-2.127191734313964844e+01,-4.744609832763671875e+00
1.452533435821533203e+01,8.911144256591796875e+00
-2.242519706487655640e-01,-1.853342819213867188e+01
1.898024368286132812e+01,8.403353691101074219e+00
1.584020709991455078e+01,-2.826100349426269531e+00
8.174077033996582031e+00,-1.159022998809814453e+01
4.390171051025390625e+00,9.059721946716308594e+00
9.766917824745178223e-01,-9.672965109348297119e-02
7.690435409545898438e+00,-7.980248332023620605e-01
4.596415996551513672e+00,5.205312252044677734e+00
2.256172657012939453e+00,5.190978050231933594e+00
1.302296161651611328e+01,1.503598403930664062e+01
1.201462364196777344e+01,-1.080399799346923828e+01
3.689231634140014648e+00,6.115566492080688477e-01
-7.213426113128662109e+00,1.858758544921875000e+01
1.702317428588867188e+01,1.188493728637695312e+01
1.854232215881347656e+01,1.272404575347900391e+01
2.783434629440307617e+00,-1.253236103057861328e+01
-1.928379654884338379e+00,-1.299281120300292969e+01
-1.133758068084716797e+01,-8.787777900695800781e+00
1.307203197479248047e+01,1.350421428680419922e+01
1.533822345733642578e+01,1.125661277770996094e+01
4.505484104156494141e+00,4.275950431823730469e+00
-7.907339572906494141e+00,1.874312591552734375e+01
4.423172473907470703e+00,2.566532850265502930e+00
1.614642524719238281e+01,1.530262565612792969e+01
1.258714103698730469e+01,-1.050675773620605469e+01
9.971869468688964844e+00,-1.020308876037597656e+01
-4.219240665435791016e+00,1.381730079650878906e+01
-8.225190162658691406e+00,-9.647414207458496094e+00
-1.025265121459960938e+01,-1.178623676300048828e+01
1.217016339302062988e+00,-7.374819278717041016e+00
-7.426604270935058594e+00,1.948456382751464844e+01
2.416535854339599609e+00,-1.928188896179199219e+01
-1.297386169433593750e+00,-1.312104511260986328e+01
-7.396454334259033203e+00,-1.016635131835937500e+01
-7.391000270843505859e+00,-7.956520080566406250e+00
1.840420722961425781e+01,7.919944286346435547e+00
7.002209186553955078e+00,-1.646492195129394531e+01
1.095697498321533203e+01,-4.333601951599121094e+00
-1.570853328704833984e+01,-2.796670675277709961e+00
2.805742263793945312e+00,-2.213155031204223633e-01
1.605651092529296875e+01,5.732453823089599609e+00
-6.870015144348144531e+00,-1.388730764389038086e+00
7.458885192871093750e+00,-1.507543563842773438e+01
1.500151306390762329e-01,9.566843986511230469e+00
1.126892566680908203e+01,-1.241256117820739746e+00
8.252379298210144043e-01,-8.445095062255859375e+00
-1.493163704872131348e+00,7.469114303588867188e+00
-2.066514968872070312e+01,-1.890764832496643066e+00
-2.271656608581542969e+01,-2.554456710815429688e+00
-2.531231403350830078e+00,7.256833076477050781e+00
