y1,y2,theta,phi
-6.780253052711486816e-01,3.134315490722656250e+00,9.311925801443895478e-01,1.652466492683413168e+00
-1.031017303466796875e+01,3.917259216308593750e+01,2.085951986838933347e+00,6.099039974104923267e+00
6.767066955566406250e+01,-4.413553237915039062e+00,3.158266869990192571e+00,4.731075407404299327e+00
4.193794727325439453e+00,2.916669845581054688e+01,2.057552938785677910e+00,1.381861996649015323e+00
-9.104506492614746094e+00,-6.109684753417968750e+01,1.060123681324946832e+00,3.164140768382634139e+00
-3.410377120971679688e+01,-2.510534477233886719e+01,4.186003101164114781e+00,2.424558224244254490e+00
-2.755731582641601562e+00,1.213251972198486328e+01,1.065379070866575351e+00,1.248724446624367657e+00
-2.754943847656250000e+01,5.596963500976562500e+01,3.051610076251261017e+00,5.350449174724511536e+00
6.791355895996093750e+01,-5.862922668457031250e+00,3.258850951576415245e+00,4.871707508841081946e+00
3.738819122314453125e+01,-2.779619216918945312e+01,4.296330413449937602e+00,5.369431639002390177e+00
-7.933277130126953125e+00,-6.186954116821289062e+01,1.147675693736740721e+00,3.376960942078887307e+00
2.645460510253906250e+01,3.809263992309570312e+01,3.706831346702784025e+00,2.315815449416723126e+00
2.572322654724121094e+01,-3.407435607910156250e+01,5.797945001963035416e+00,5.007148913965945525e+00
-3.720500183105468750e+01,-2.214373970031738281e+01,4.110404581097514942e+00,1.810032565793384229e+00
-3.080586194992065430e+00,2.579494667053222656e+01,1.401236957959854479e+00,6.029095184188155709e-01
2.152602958679199219e+01,4.166530227661132812e+01,3.404893283858157371e+00,1.722963698327843352e+00
-1.179555797576904297e+01,3.364867782592773438e+01,1.410709531738642886e+00,1.621696334902198444e-01
3.981138610839843750e+01,-2.638577842712402344e+01,4.131824371366533910e+00,4.738305195880288423e+00
-3.479555892944335938e+01,-2.270570182800292969e+01,4.416674104832837955e+00,1.978302902580934441e+00
-9.526542663574218750e+00,-6.121464920043945312e+01,1.068721517521439068e+00,3.091574804958944878e+00
-6.069601821899414062e+01,-9.796431660652160645e-01,4.316424983941156590e+00,2.386552968974632871e-01
3.123958587646484375e+00,4.578569030761718750e+01,2.897087575937414616e+00,6.991834286647661267e-01
-2.793026733398437500e+01,3.125379753112792969e+01,1.240881732454452768e+00,5.316468569893499030e+00
1.465602779388427734e+01,-3.667562866210937500e+01,3.393364761198545687e-01,4.388198104827169210e+00
-5.623437881469726562e+01,-2.999890804290771484e+00,4.571561576447030539e+00,6.680970163639035064e-01
2.632245826721191406e+01,-1.145586872100830078e+01,8.175700941839194602e-01,4.043200977730628587e+00
5.001590347290039062e+01,4.034602165222167969e+00,3.504889830957936159e+00,3.076805510409992284e+00
-8.955387115478515625e+00,-1.674712753295898438e+01,6.147516213569956811e+00,2.356143027262577405e+00
-3.060728311538696289e+00,3.761373519897460938e+01,2.083966755686661010e+00,3.141734339903932138e-01
4.940265655517578125e+01,-9.128073692321777344e+00,4.368999661959502845e+00,3.621643893188043251e+00
2.242404365539550781e+01,4.142184257507324219e+00,2.055522473554129537e+00,4.402132790264392526e+00
-1.285840606689453125e+01,-1.184659671783447266e+01,1.521727983215173663e-01,1.886303886104414795e+00
1.339771080017089844e+01,1.892964172363281250e+01,1.337853446901329457e+00,1.634510959912722106e+00
-4.835270047187805176e-01,2.771080398559570312e+01,1.890336237652279205e+00,6.068733296773504149e-01
