y1,y2,theta,phi
7.499539852142333984e+00,-5.452819347381591797e+00,9.311925801443895478e-01,1.652466492683413168e+00
1.801119995117187500e+01,4.106869220733642578e+00,2.085951986838933347e+00,6.099039974104923267e+00
9.961812973022460938e+00,7.576333522796630859e+00,3.158266869990192571e+00,4.731075407404299327e+00
9.847096443176269531e+00,-1.060966491699218750e+01,2.057552938785677910e+00,1.381861996649015323e+00
-1.549763828516006470e-01,1.474718189239501953e+01,1.060123681324946832e+00,3.164140768382634139e+00
-2.207188987731933594e+01,-4.110774993896484375e+00,4.186003101164114781e+00,2.424558224244254490e+00
9.267090797424316406e+00,-6.353116035461425781e+00,1.065379070866575351e+00,1.248724446624367657e+00
1.253857612609863281e+01,6.783871173858642578e+00,3.051610076251261017e+00,5.350449174724511536e+00
1.011748981475830078e+01,6.640271186828613281e+00,3.258850951576415245e+00,4.871707508841081946e+00
-5.365919113159179688e+00,4.280601441860198975e-01,4.296330413449937602e+00,5.369431639002390177e+00
4.849103093147277832e-01,1.527721977233886719e+01,1.147675693736740721e+00,3.376960942078887307e+00
1.501548409461975098e+00,2.879511833190917969e+00,3.706831346702784025e+00,2.315815449416723126e+00
-6.695096492767333984e+00,-2.517139911651611328e+00,5.797945001963035416e+00,5.007148913965945525e+00
-2.184082603454589844e+01,-6.162132740020751953e+00,4.110404581097514942e+00,1.810032565793384229e+00
1.351675605773925781e+01,-7.387268066406250000e+00,1.401236957959854479e+00,6.029095184188155709e-01
4.558060169219970703e+00,-1.238492584228515625e+01,3.404893283858157371e+00,1.722963698327843352e+00
1.598649024963378906e+01,-5.356940746307373047e+00,1.410709531738642886e+00,1.621696334902198444e-01
-4.648488044738769531e+00,2.386837720870971680e+00,4.131824371366533910e+00,4.738305195880288423e+00
-2.093050765991210938e+01,-5.260128974914550781e+00,4.416674104832837955e+00,1.978302902580934441e+00
-5.297087132930755615e-02,1.429422092437744141e+01,1.068721517521439068e+00,3.091574804958944878e+00
-5.600114345550537109e+00,-1.457905960083007812e+01,4.316424983941156590e+00,2.386552968974632871e-01
