y1,y2
-3.789409637451171875e+01,2.912941741943359375e+01
8.101336479187011719e+00,-4.901570796966552734e+00
4.904513168334960938e+01,1.389439296722412109e+01
1.522444605827331543e+00,-4.463796234130859375e+01
-4.509613418579101562e+01,3.717800521850585938e+01
-2.481939506530761719e+01,-4.610285568237304688e+01
1.916272163391113281e+01,-3.393742752075195312e+01
-1.687609291076660156e+01,4.651037216186523438e+00
-1.295132350921630859e+01,-2.673297119140625000e+01
2.407380867004394531e+01,-4.996112442016601562e+01
1.841594505310058594e+01,1.216917610168457031e+01
8.023481369018554688e+00,-4.025189399719238281e+00
2.604595756530761719e+01,1.044726467132568359e+01
1.050677776336669922e+01,-1.423443108797073364e-01
3.050140857696533203e+00,2.826160049438476562e+01
1.668622398376464844e+01,4.688709640502929688e+01
4.067226409912109375e+01,2.597500991821289062e+01
2.361040496826171875e+01,1.060639381408691406e+01
-2.679514122009277344e+01,2.036014366149902344e+01
4.934037399291992188e+01,1.334805011749267578e+01
4.244176864624023438e+00,2.191486740112304688e+01
-5.060617446899414062e+01,-2.881729602813720703e+00
3.051610374450683594e+01,1.001865768432617188e+01
-4.234849166870117188e+01,-1.441427230834960938e+01
-3.856724929809570312e+01,-9.524873733520507812e+00
-1.220792388916015625e+01,2.102189826965332031e+01
8.242476463317871094e+00,-3.757911682128906250e+01
-2.400172996520996094e+01,-9.658632278442382812e-01
6.380130290985107422e+00,-1.387642288208007812e+01
4.099203491210937500e+01,1.206902980804443359e+01
6.084557533264160156e+00,-1.307526111602783203e+01
1.415462684631347656e+01,1.734099626541137695e+00
2.026221084594726562e+01,1.087515640258789062e+01
-3.997041320800781250e+01,7.326879024505615234e+00
-5.362957954406738281e+00,4.215278244018554688e+01
-5.021440887451171875e+01,2.716013908386230469e+01
2.286066627502441406e+01,-1.944172859191894531e+01
-1.792099571228027344e+01,-4.795690155029296875e+01
4.115876007080078125e+01,1.904069328308105469e+01
1.974185371398925781e+01,-5.372136306762695312e+01
-1.244162917137145996e+00,-1.393069386482238770e+00
-7.707257747650146484e+00,-1.737366294860839844e+01
4.010947799682617188e+01,2.572337722778320312e+01
-2.832856178283691406e+01,-2.261232566833496094e+01
9.014724731445312500e+00,-3.523033523559570312e+01
2.911732673645019531e+01,-1.249421691894531250e+01
3.390764617919921875e+01,2.141944646835327148e+00
-4.928657531738281250e+01,3.903706550598144531e+00
9.652045249938964844e+00,5.651965332031250000e+01
-5.196487903594970703e-01,-4.876086044311523438e+01
6.862447261810302734e+00,5.520471191406250000e+01
4.026533508300781250e+01,2.259988212585449219e+01
-1.581240463256835938e+01,-4.850833129882812500e+01
2.435931777954101562e+01,-4.974023056030273438e+01
1.043603324890136719e+01,-3.422101593017578125e+01
2.606712722778320312e+01,-3.808481979370117188e+01
-3.177605438232421875e+01,-4.975298881530761719e+00
1.738345146179199219e+01,4.383845901489257812e+01
-5.563323974609375000e+01,8.983238220214843750e+00
3.930390930175781250e+01,1.049470043182373047e+01
1.730856895446777344e+01,-8.322360038757324219e+00
-2.891544151306152344e+01,-2.063152122497558594e+01
-1.660898017883300781e+01,3.043706130981445312e+01
-4.542257308959960938e+01,3.541962432861328125e+01
3.002877044677734375e+01,3.902119636535644531e+00
-1.728067970275878906e+01,3.837636470794677734e+00
-4.360701370239257812e+01,3.413794708251953125e+01
-4.310418605804443359e+00,-5.069675827026367188e+01
-3.880589294433593750e+01,-9.968875885009765625e+00
-2.516213417053222656e+01,1.273999881744384766e+01
-3.420651197433471680e+00,-3.415459823608398438e+01
-7.190042972564697266e+00,-1.145661830902099609e+01
-2.925633811950683594e+01,-2.181728363037109375e+01
-7.252716541290283203e+00,-2.842622184753417969e+01
-1.871907353401184082e+00,-2.588674545288085938e+01
4.454550743103027344e+00,1.655240058898925781e+01
-3.580330657958984375e+01,4.041061878204345703e+00
-9.894600868225097656e+00,-1.393240451812744141e+01
4.312020492553710938e+01,-4.437521362304687500e+01
8.694172859191894531e+00,-5.356542587280273438e+01
3.167636632919311523e+00,-4.236344909667968750e+01
-2.685217857360839844e+01,2.163502693176269531e+01
-8.698525428771972656e+00,5.700893402099609375e+01
6.720361709594726562e+00,5.644099426269531250e+01
2.905879735946655273e+00,1.603353691101074219e+01
1.059831142425537109e+01,-5.570474243164062500e+01
-8.064445495605468750e+00,-2.790779495239257812e+01
4.386909866333007812e+01,-4.424519729614257812e+01
-1.054250812530517578e+01,-2.585996055603027344e+01
2.019407272338867188e+01,-5.336745834350585938e+01
-3.579383468627929688e+01,3.291615486145019531e+00
-2.430691146850585938e+01,6.873591899871826172e+00
2.619018173217773438e+01,-3.949237442016601562e+01
-4.869815826416015625e+00,4.172478866577148438e+01
-1.110208511352539062e+00,5.704097747802734375e+01
-1.044874763488769531e+01,2.319735908508300781e+01
4.405268478393554688e+01,-4.568137359619140625e+01
-5.092834091186523438e+01,2.557980155944824219e+01
-8.930985450744628906e+00,5.737406158447265625e+01
-5.924987792968750000e+00,4.134356689453125000e+01
1.831953430175781250e+01,1.290035820007324219e+01
-3.922242403030395508e+00,-5.140507888793945312e+01
-5.530950546264648438e+01,8.669866561889648438e+00
-4.758605194091796875e+01,-9.036297798156738281e+00
1.632425308227539062e+01,5.524684524536132812e+01
-9.186450004577636719e+00,-1.284222602844238281e+01
-2.367979431152343750e+01,4.906668663024902344e-01
1.486542892456054688e+01,1.303833246231079102e+00
-5.350085067749023438e+01,6.313032150268554688e+00
1.356372737884521484e+01,-3.294968414306640625e+01
-3.528435134887695312e+01,-2.269165039062500000e+01
-1.117517375946044922e+01,2.617824172973632812e+01
1.831112480163574219e+01,-2.332723617553710938e+01
3.637944412231445312e+01,5.289292812347412109e+00
3.279045104980468750e+01,1.156608200073242188e+01
2.223975181579589844e+01,-2.124148941040039062e+01
-9.647552490234375000e+00,5.138350296020507812e+01
-3.281677484512329102e+00,-5.074091339111328125e+01
4.357601165771484375e+01,-9.328723907470703125e+00
1.891616058349609375e+01,-9.156873703002929688e+00
4.711332798004150391e+00,2.422550773620605469e+01
1.891303825378417969e+01,-3.469787597656250000e+01
4.514006805419921875e+01,-4.906660556793212891e+00
4.311876678466796875e+01,-1.297520542144775391e+01
-4.512079238891601562e+01,3.438592147827148438e+01
4.236078262329101562e+01,7.528691768646240234e+00
-3.450843048095703125e+01,-7.117527484893798828e+00
2.477642440795898438e+01,1.047140407562255859e+01
-3.922564697265625000e+01,3.093593025207519531e+01
4.365012741088867188e+01,-1.071847248077392578e+01
-4.129616165161132812e+01,-1.766469192504882812e+01
3.636345291137695312e+01,-1.282158088684082031e+01
-9.115462303161621094e+00,5.043060684204101562e+01
2.310816192626953125e+01,-2.162840843200683594e+01
2.973055267333984375e+01,-1.533586978912353516e+01
1.440173530578613281e+01,1.915528893470764160e+00
-1.012499046325683594e+01,-4.913568115234375000e+01
3.947756958007812500e+01,-4.060069656372070312e+01
-1.816256403923034668e+00,-5.002080535888671875e+01
-1.531361865997314453e+01,3.065018272399902344e+01
7.599761009216308594e+00,1.991965293884277344e+01
-4.040987777709960938e+01,3.223750686645507812e+01
1.990311980247497559e+00,5.749964141845703125e+01
-2.649140930175781250e+01,1.843587112426757812e+01
-5.320801162719726562e+01,5.823575019836425781e+00
2.683779525756835938e+01,-4.665378952026367188e+01
-1.554904365539550781e+01,2.712022972106933594e+01
-3.934990644454956055e+00,-3.330642700195312500e+01
7.118053913116455078e+00,1.900068473815917969e+01
-2.984695196151733398e+00,1.448596239089965820e+00
6.073323249816894531e+00,2.729021453857421875e+01
3.682206344604492188e+01,9.718234062194824219e+00
-4.835896301269531250e+01,-7.633419513702392578e+00
3.447755813598632812e+01,1.114909172058105469e+00
6.813168525695800781e+00,2.350135993957519531e+01
-2.418067932128906250e+01,-1.487797617912292480e+00
4.322460651397705078e+00,1.700705718994140625e+01
1.351107025146484375e+01,-3.193018913269042969e+01
4.497582244873046875e+01,-4.375764369964599609e+00
-1.578078746795654297e+01,1.921824264526367188e+01
2.941401290893554688e+01,-1.208258247375488281e+01
2.390853166580200195e-01,5.712097167968750000e+01
-1.076976203918457031e+01,2.167375755310058594e+01
4.426061630249023438e+01,9.574558258056640625e+00
-2.754873847961425781e+01,2.176406097412109375e+01
-5.139445495605468750e+01,3.089307022094726562e+01
-2.642075157165527344e+01,1.638441085815429688e+01
-2.441388702392578125e+01,5.600965023040771484e+00
-2.934954071044921875e+01,-1.974036216735839844e+01
1.080342197418212891e+01,7.085953950881958008e-01
-7.152798652648925781e+00,-1.116888236999511719e+01
-1.347540140151977539e+00,-1.827278971672058105e+00
2.771047401428222656e+01,3.199714088439941406e+01
-5.649349212646484375e+00,-2.947255325317382812e+01
1.631725883483886719e+01,4.733115768432617188e+01
-5.176971817016601562e+01,3.545973300933837891e+00
4.272350311279296875e+01,7.925057411193847656e+00
-2.026774168014526367e+00,-5.241508865356445312e+01
-5.002294921875000000e+01,-4.260868072509765625e+00
-3.154461479187011719e+01,-2.296369361877441406e+01
-3.283560180664062500e+01,-1.785131072998046875e+01
3.399686431884765625e+01,8.374428153038024902e-01
-2.721962213516235352e+00,-3.520736694335937500e+01
3.988811111450195312e+01,-3.998774719238281250e+01
-4.386564636230468750e+01,-1.838122367858886719e+01
-2.604309272766113281e+01,1.556872081756591797e+01
-4.290890502929687500e+01,3.603743743896484375e+01
-3.815445327758789062e+01,2.983777046203613281e+01
-5.029041290283203125e+01,3.674208641052246094e+00
1.757798576354980469e+01,-2.372961235046386719e+01
4.343616485595703125e+01,-8.558930397033691406e+00
-5.193785858154296875e+01,1.402123093605041504e+00
-5.058020401000976562e+01,2.171433258056640625e+01
-2.534102058410644531e+01,1.207198905944824219e+01
-2.419238471984863281e+01,-4.712703323364257812e+01
-2.156077194213867188e+01,-4.842804718017578125e+01
2.538924407958984375e+01,-4.177473068237304688e+01
-5.035974121093750000e+01,2.144265174865722656e+01
4.176005172729492188e+01,1.564165401458740234e+01
3.780730438232421875e+01,-1.565546607971191406e+01
