y1,y2
-2.278025388717651367e+00,1.829319190979003906e+01
-2.971683740615844727e+00,-2.402259826660156250e+00
-1.441832637786865234e+01,-3.164478778839111328e+00
2.264132690429687500e+01,-6.292180061340332031e+00
-7.639204978942871094e+00,1.778148460388183594e+01
1.751228713989257812e+01,4.151566028594970703e+00
1.559309124946594238e+00,-1.145895195007324219e+01
1.749943542480468750e+01,-5.588903903961181641e+00
7.576714992523193359e+00,-1.440078496932983398e+00
1.990088081359863281e+01,-1.152915763854980469e+01
-8.017354011535644531e+00,3.610272169113159180e+00
-3.517310142517089844e+00,-1.757101774215698242e+00
-1.128156375885009766e+01,-1.759528040885925293e+00
-4.976239681243896484e+00,-1.311123132705688477e+00
1.366940402984619141e+01,-1.050275993347167969e+01
-1.629892349243164062e+01,4.063843250274658203e+00
-2.135138130187988281e+01,-4.999799251556396484e+00
-9.729619026184082031e+00,9.435301423072814941e-01
8.843548893928527832e-01,1.295069313049316406e+01
-1.504950523376464844e+01,-3.465750217437744141e+00
1.606829452514648438e+01,-1.184993553161621094e+01
1.119280624389648438e+01,1.066295528411865234e+01
-1.189871215820312500e+01,-4.334354877471923828e+00
1.279443836212158203e+01,6.854614734649658203e+00
1.487751007080078125e+01,7.892463207244873047e+00
1.257676601409912109e+00,9.243649482727050781e+00
5.551352977752685547e+00,-1.123265171051025391e+01
1.941103935241699219e+01,-1.780307412147521973e+00
1.031921148300170898e+00,-5.339282035827636719e+00
-1.603174400329589844e+01,-4.431168556213378906e+00
9.068468213081359863e-02,-4.797336578369140625e+00
-6.721396446228027344e+00,-7.059649229049682617e-01
-7.564180374145507812e+00,2.285580158233642578e+00
6.124238014221191406e+00,1.522837448120117188e+01
-1.036425495147705078e+01,6.284828186035156250e+00
-3.674444913864135742e+00,1.939939880371093750e+01
-5.674544572830200195e-01,-7.650403022766113281e+00
1.885518264770507812e+01,4.296641826629638672e+00
-1.849240684509277344e+01,-3.124578475952148438e+00
2.121557807922363281e+01,-9.944431304931640625e+00
-2.270864009857177734e+00,1.315652251243591309e+00
4.721266746520996094e+00,-1.474589109420776367e+00
-2.177178764343261719e+01,-4.292996883392333984e+00
7.812948703765869141e+00,1.505610942840576172e+00
5.693282604217529297e+00,-1.021380043029785156e+01
-3.669950008392333984e+00,-7.866926670074462891e+00
-1.058313846588134766e+01,-6.678878784179687500e+00
7.268176555633544922e+00,1.649712562561035156e+01
-1.352345561981201172e+01,1.344844818115234375e+00
2.163857650756835938e+01,-5.692657947540283203e+00
-1.140578269958496094e+01,2.966400623321533203e+00
-2.046029281616210938e+01,-3.122996807098388672e+00
2.035622978210449219e+01,3.092269420623779297e+00
1.933890342712402344e+01,-1.239708423614501953e+01
4.852448940277099609e+00,-9.341983795166015625e+00
-9.910043478012084961e-01,-1.461229801177978516e+01
1.742994689941406250e+01,1.552267432212829590e+00
-1.744195938110351562e+01,5.289582729339599609e+00
2.359170913696289062e+00,1.856731986999511719e+01
-1.479201698303222656e+01,-5.005475044250488281e+00
-3.311677455902099609e+00,-3.715610027313232422e+00
7.263745784759521484e+00,3.044189929962158203e+00
-3.151609420776367188e+00,1.169235134124755859e+01
-6.419926643371582031e+00,1.897175788879394531e+01
-1.018648719787597656e+01,-3.937111139297485352e+00
1.772591400146484375e+01,-4.942498683929443359e+00
-4.922439098358154297e+00,1.859787178039550781e+01
2.204628944396972656e+01,-3.120270967483520508e+00
1.545669364929199219e+01,7.062352657318115234e+00
5.265593051910400391e+00,1.356306171417236328e+01
7.624551296234130859e+00,-8.400892257690429688e+00
1.776320099830627441e+00,-2.480775713920593262e-01
8.057507514953613281e+00,2.559965372085571289e+00
6.872636795043945312e+00,-4.450510025024414062e+00
4.523859024047851562e+00,-5.074144840240478516e+00
1.807311439514160156e+01,-1.133253192901611328e+01
9.263935089111328125e+00,1.386981964111328125e+01
4.664893150329589844e+00,-1.252707988023757935e-01
-1.588029503822326660e+00,-2.082855224609375000e+01
2.114187431335449219e+01,-7.151940345764160156e+00
2.291528129577636719e+01,-7.494014263153076172e+00
-4.842746257781982422e-01,1.310556697845458984e+01
-5.158093452453613281e+00,1.229566669464111328e+01
-1.246418285369873047e+01,3.871594429016113281e+00
1.765281295776367188e+01,-9.816483497619628906e+00
1.925813102722167969e+01,-7.009669780731201172e+00
6.527927398681640625e+00,-3.523119449615478516e+00
-2.263545274734497070e+00,-2.120148468017578125e+01
5.963654518127441406e+00,-1.846169233322143555e+00
2.125911331176757812e+01,-1.076066875457763672e+01
9.946598052978515625e+00,1.372707366943359375e+01
7.430535316467285156e+00,1.267820262908935547e+01
6.981743499636650085e-03,-1.523006820678710938e+01
-9.927658081054687500e+00,5.782118320465087891e+00
-1.285805511474609375e+01,7.436574935913085938e+00
-7.140036225318908691e-01,7.727435111999511719e+00
-1.575439572334289551e+00,-2.180965232849121094e+01
-2.289473772048950195e+00,1.983439254760742188e+01
-4.537389755249023438e+00,1.262863540649414062e+01
-9.307284355163574219e+00,6.572744369506835938e+00
-8.599195480346679688e+00,4.237136840820312500e+00
2.131869316101074219e+01,-2.802174091339111328e+00
2.815701961517333984e+00,1.808835792541503906e+01
1.015646648406982422e+01,7.101621150970458984e+00
-1.773789978027343750e+01,4.008787274360656738e-01
3.546124458312988281e+00,4.638321995735168457e-01
1.829678153991699219e+01,-1.352634191513061523e+00
-6.119274139404296875e+00,-2.032544612884521484e+00
3.606626033782958984e+00,1.684031486511230469e+01
3.475173950195312500e+00,-1.001977443695068359e+01
1.144524574279785156e+01,4.117132186889648438e+00
-1.359775424003601074e+00,8.658572196960449219e+00
1.256621718406677246e+00,-8.417070388793945312e+00
-1.294208621978759766e+01,-5.838171958923339844e+00
-1.287422657012939453e+01,-3.047150373458862305e+00
1.483043730258941650e-01,-8.437444686889648438e+00
-6.946491241455078125e+00,1.473425006866455078e+01
2.154067039489746094e+01,-3.779221534729003906e+00
-4.752432346343994141e+00,-1.499694156646728516e+01
-3.847517967224121094e+00,-5.514866352081298828e+00
1.512677669525146484e+01,-1.134321403503417969e+01
1.606933116912841797e+00,-1.283756637573242188e+01
-5.317369937896728516e+00,-1.667297363281250000e+01
-2.739648580551147461e+00,-1.505624103546142578e+01
-5.451071739196777344e+00,1.923122787475585938e+01
-1.517982673645019531e+01,-6.648582458496093750e+00
1.661402130126953125e+01,5.182960987091064453e+00
-9.864398956298828125e+00,-6.087730526924133301e-01
-3.119441509246826172e+00,1.718525314331054688e+01
-4.002646446228027344e+00,-1.466385841369628906e+01
1.208348178863525391e+01,6.029642105102539062e+00
-4.645270824432373047e+00,-1.162472343444824219e+01
-7.567808628082275391e+00,1.391282749176025391e+01
-7.283660769462585449e-01,-9.167542457580566406e+00
-3.224638462066650391e+00,-1.002036190032958984e+01
